[DEBUG] 2020-12-08 19:28:38.600 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-12-08 19:28:38.618 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-12-08 19:28:38.642 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-12-08 19:28:38.970 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-12-08 19:28:38.978 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-12-08 19:28:39.376 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-12-08 19:28:39.381 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-12-08 19:28:39.395 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-12-08 19:28:39.747 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-12-08 19:28:39.775 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-12-08 19:28:39.777 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-12-08 19:28:39.943 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@ca93621
[DEBUG] 2020-12-08 19:28:39.950 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@9d3c67
[DEBUG] 2020-12-08 19:28:39.951 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@9d3c67
[DEBUG] 2020-12-08 19:28:39.952 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@71d8cfe7
[DEBUG] 2020-12-08 19:28:39.954 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@46d63dbb
[DEBUG] 2020-12-08 19:28:39.955 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@23592946
[DEBUG] 2020-12-08 19:28:39.955 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@23592946
[DEBUG] 2020-12-08 19:28:39.956 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@702c436b
[DEBUG] 2020-12-08 19:28:39.956 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@702c436b
[DEBUG] 2020-12-08 19:28:39.963 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@763cf5b9
[DEBUG] 2020-12-08 19:28:39.964 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@763cf5b9
[DEBUG] 2020-12-08 19:28:39.965 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@3c35c345
[DEBUG] 2020-12-08 19:28:39.966 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@3c35c345
[DEBUG] 2020-12-08 19:28:39.967 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@69a2b3b6
[DEBUG] 2020-12-08 19:28:39.967 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@69a2b3b6
[DEBUG] 2020-12-08 19:28:39.967 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@46731692
[DEBUG] 2020-12-08 19:28:39.967 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@46731692
[DEBUG] 2020-12-08 19:28:39.970 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@151ef57f
[DEBUG] 2020-12-08 19:28:39.970 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@151ef57f
[DEBUG] 2020-12-08 19:28:39.972 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@497aec8c
[DEBUG] 2020-12-08 19:28:39.972 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@497aec8c
[DEBUG] 2020-12-08 19:28:39.974 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@336880df
[DEBUG] 2020-12-08 19:28:39.975 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@336880df
[DEBUG] 2020-12-08 19:28:39.975 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@3672276e
[DEBUG] 2020-12-08 19:28:39.978 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@3672276e
[DEBUG] 2020-12-08 19:28:39.979 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@706eab5d
[DEBUG] 2020-12-08 19:28:39.979 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@706eab5d
[DEBUG] 2020-12-08 19:28:39.979 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@249e0271
[DEBUG] 2020-12-08 19:28:39.979 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@249e0271
[DEBUG] 2020-12-08 19:28:39.980 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@249e0271
[DEBUG] 2020-12-08 19:28:39.981 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@78525ef9
[DEBUG] 2020-12-08 19:28:39.982 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@7e00ed0f
[DEBUG] 2020-12-08 19:28:39.982 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@7e00ed0f
[DEBUG] 2020-12-08 19:28:39.982 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@7e00ed0f
[DEBUG] 2020-12-08 19:28:39.986 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@6ef1a1b9
[DEBUG] 2020-12-08 19:28:39.987 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@3baf6936
[DEBUG] 2020-12-08 19:28:39.987 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@3baf6936
[DEBUG] 2020-12-08 19:28:39.988 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@4eed2acf
[DEBUG] 2020-12-08 19:28:39.988 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@4eed2acf
[DEBUG] 2020-12-08 19:28:39.988 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@2d9f64c9
[DEBUG] 2020-12-08 19:28:39.988 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@2d9f64c9
[DEBUG] 2020-12-08 19:28:39.989 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@1abfe081
[DEBUG] 2020-12-08 19:28:39.989 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@1abfe081
[DEBUG] 2020-12-08 19:28:39.995 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@acdcf71
[DEBUG] 2020-12-08 19:28:39.995 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@acdcf71
[DEBUG] 2020-12-08 19:28:39.995 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@6bda1d19
[DEBUG] 2020-12-08 19:28:39.996 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@7be71476
[DEBUG] 2020-12-08 19:28:39.996 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@7be71476
[DEBUG] 2020-12-08 19:28:39.996 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@7be71476
[DEBUG] 2020-12-08 19:28:39.996 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@154bd49b
[DEBUG] 2020-12-08 19:28:39.997 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@154bd49b
[DEBUG] 2020-12-08 19:28:39.997 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@154bd49b
[DEBUG] 2020-12-08 19:28:39.997 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@2dd8239
[DEBUG] 2020-12-08 19:28:39.998 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@2e53b094
[DEBUG] 2020-12-08 19:28:39.998 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@53b8afea
[DEBUG] 2020-12-08 19:28:39.998 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@53b8afea
[DEBUG] 2020-12-08 19:28:39.998 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@53b8afea
[DEBUG] 2020-12-08 19:28:39.999 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@288214b1
[DEBUG] 2020-12-08 19:28:39.999 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@288214b1
[DEBUG] 2020-12-08 19:28:39.999 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@288214b1
[DEBUG] 2020-12-08 19:28:39.999 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@639aba11
[DEBUG] 2020-12-08 19:28:40.000 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@6e33fcae
[DEBUG] 2020-12-08 19:28:40.000 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@523d6bdb
[DEBUG] 2020-12-08 19:28:40.000 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@523d6bdb
[DEBUG] 2020-12-08 19:28:40.001 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@1a87b51
[DEBUG] 2020-12-08 19:28:40.001 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@5e2a3040
[DEBUG] 2020-12-08 19:28:40.001 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@5e2a3040
[DEBUG] 2020-12-08 19:28:40.007 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@74dbb1ee
[DEBUG] 2020-12-08 19:28:40.007 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@74dbb1ee
[DEBUG] 2020-12-08 19:28:40.008 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@6c42f2a1
[DEBUG] 2020-12-08 19:28:40.008 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@1aa6e3c0
[DEBUG] 2020-12-08 19:28:40.009 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@46c3a14d
[DEBUG] 2020-12-08 19:28:40.010 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@131ff6fa
[DEBUG] 2020-12-08 19:28:40.010 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@131ff6fa
[DEBUG] 2020-12-08 19:28:40.011 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@42c28305
[DEBUG] 2020-12-08 19:28:40.011 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@2184b4f4
[DEBUG] 2020-12-08 19:28:40.021 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@7d199c68
[DEBUG] 2020-12-08 19:28:40.021 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@63411512
[DEBUG] 2020-12-08 19:28:40.021 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@35cd68d4
[DEBUG] 2020-12-08 19:28:40.021 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@316a598d
[DEBUG] 2020-12-08 19:28:40.021 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@216914
[DEBUG] 2020-12-08 19:28:40.021 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@6ba30587
[DEBUG] 2020-12-08 19:28:40.068 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2020-12-08 19:28:40.068 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2020-12-08 19:28:40.069 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-12-08 19:28:40.069 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-12-08 19:28:40.070 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2020-12-08 19:28:40.070 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2020-12-08 19:28:40.071 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2020-12-08 19:28:40.074 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-12-08 19:28:40.075 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2020-12-08 19:28:40.075 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2020-12-08 19:28:40.075 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2020-12-08 19:28:40.075 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2020-12-08 19:28:40.075 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-12-08 19:28:40.077 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2020-12-08 19:28:40.085 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/dungeons_and_dragons?serverTimezone=CST
[INFO ] 2020-12-08 19:28:40.085 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2020-12-08 19:28:40.085 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2020-12-08 19:28:40.335 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2020-12-08 19:28:40.590 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.22
      major : 8
      minor : 0
[DEBUG] 2020-12-08 19:28:40.590 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2020-12-08 19:28:40.590 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2020-12-08 19:28:40.666 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2020-12-08 19:28:40.692 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2020-12-08 19:28:40.754 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2020-12-08 19:28:40.887 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2020-12-08 19:28:40.903 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@58437801] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@6af5bbd0]
[DEBUG] 2020-12-08 19:28:41.055 [main] AnnotationBinder - Binding entity from annotated class: entity.User
[DEBUG] 2020-12-08 19:28:41.095 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-12-08 19:28:41.101 [main] EntityBinder - Import with entity name User
[DEBUG] 2020-12-08 19:28:41.107 [main] EntityBinder - Bind entity entity.User on table user
[DEBUG] 2020-12-08 19:28:41.134 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=user_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-12-08 19:28:41.139 [main] PropertyBinder - MetadataSourceProcessor property user_id with lazy=false
[DEBUG] 2020-12-08 19:28:41.140 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:user_id]
[DEBUG] 2020-12-08 19:28:41.141 [main] SimpleValueBinder - building SimpleValue for user_id
[DEBUG] 2020-12-08 19:28:41.142 [main] PropertyBinder - Building property user_id
[DEBUG] 2020-12-08 19:28:41.149 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(user_id)]), user_id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2020-12-08 19:28:41.150 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=email, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-12-08 19:28:41.153 [main] PropertyBinder - MetadataSourceProcessor property email with lazy=false
[DEBUG] 2020-12-08 19:28:41.153 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:email]
[DEBUG] 2020-12-08 19:28:41.154 [main] SimpleValueBinder - building SimpleValue for email
[DEBUG] 2020-12-08 19:28:41.154 [main] PropertyBinder - Building property email
[DEBUG] 2020-12-08 19:28:41.154 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=password, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-12-08 19:28:41.154 [main] PropertyBinder - MetadataSourceProcessor property password with lazy=false
[DEBUG] 2020-12-08 19:28:41.154 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:password]
[DEBUG] 2020-12-08 19:28:41.154 [main] SimpleValueBinder - building SimpleValue for password
[DEBUG] 2020-12-08 19:28:41.154 [main] PropertyBinder - Building property password
[DEBUG] 2020-12-08 19:28:41.154 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=username, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-12-08 19:28:41.155 [main] PropertyBinder - MetadataSourceProcessor property userName with lazy=false
[DEBUG] 2020-12-08 19:28:41.159 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:userName]
[DEBUG] 2020-12-08 19:28:41.159 [main] SimpleValueBinder - building SimpleValue for userName
[DEBUG] 2020-12-08 19:28:41.159 [main] PropertyBinder - Building property userName
[DEBUG] 2020-12-08 19:28:41.160 [main] AnnotationBinder - Binding entity from annotated class: entity.Character
[DEBUG] 2020-12-08 19:28:41.160 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-12-08 19:28:41.160 [main] EntityBinder - Import with entity name Character
[DEBUG] 2020-12-08 19:28:41.160 [main] EntityBinder - Bind entity entity.Character on table character
[DEBUG] 2020-12-08 19:28:41.168 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(character), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-12-08 19:28:41.168 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2020-12-08 19:28:41.168 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.Character:id]
[DEBUG] 2020-12-08 19:28:41.168 [main] SimpleValueBinder - building SimpleValue for id
